trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount,logprice
550,New,f,32,2014,Red,4.6,Gasoline,Pac,Premium,unsp,unsp,67,5.031044717
550,New,f,10,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.032880548
550,New,f,14,2015,Red,4.6,Gasoline,Pac,unsp,unsp,unsp,10,5.114694366
550,New,f,11,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.10539095
550,New,f,190,2015,White,4.6,Gasoline,SoA,unsp,Alloy,18,63,5.032457583
550,New,f,11,2014,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,0,5.017721818
550,New,f,13,2015,White,4.6,Gasoline,WSC,unsp,unsp,unsp,0,5.075948225
550,New,f,7,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,2,5.044010288
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.021788625
550,New,f,81,2014,White,4.6,Gasoline,New,unsp,unsp,unsp,0,5.053308981
550,New,f,799,2014,Blue,4.6,Gasoline,Pac,Premium,unsp,unsp,68,5.007875744
550,New,f,63,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,36,5.012352062
550,New,f,12,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,19,14,5.042083059
550,New,f,10,2015,White,4.6,Gasoline,WSC,unsp,unsp,unsp,2,5.038620162
550,New,f,4,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,4.989383066
550,New,f,20,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.023519952
550,New,f,14,2015,White,4.6,Gasoline,Mtn,unsp,unsp,20,7,5.059714846
550,New,f,9,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,19,13,4.991008874
550,New,f,1,2014,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,64,5.008706603
550,New,f,10,2014,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,47,5.036688766
550,New,f,6,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,18,86,5.071292734
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.00464375
550,New,f,6,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,18,87,5.07037039
550,Used,f,1476,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,23,4.995152377
550,Used,f,5822,2014,Silver,4.6,Gasoline,ENC,Premium,Alloy,19,71,5.012816142
550,New,f,25,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,2,5.057590039
550,Used,f,9488,2014,Black,4.6,Gasoline,WNC,Premium,Alloy,unsp,66,4.944235844
550,New,f,19,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,59,5.032880548
550,New,f,9,2014,White,4.6,Gasoline,Pac,Premium,unsp,unsp,68,5.054938462
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,11,5.031145788
550,New,f,14,2015,Silver,4.6,Gasoline,ESC,Premium,unsp,unsp,37,5.056771495
550,New,f,13,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,69,5.065000518
550,New,f,9,2015,White,4.6,Gasoline,ENC,unsp,unsp,unsp,0,5.055607652
550,New,f,10,2015,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,0,5.056542788
550,New,f,11,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.073425057
550,New,f,11,2015,Black,4.6,Gasoline,WNC,Premium,Alloy,unsp,58,5.064589007
550,New,f,6,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,24,5.041056964
550,New,f,12,2015,Black,4.6,Gasoline,WNC,unsp,Alloy,18,58,5.042713299
550,New,f,9,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,18,73,5.035089374
550,New,f,5,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,unsp,9,5.066008942
550,New,f,8,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.060225524
550,New,f,9,2015,Blue,4.6,Gasoline,New,unsp,Alloy,unsp,89,5.050669705
550,New,f,38,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,5.01901238
550,New,f,75,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,70,5.041254479
550,New,f,13,2015,Black,4.6,Gasoline,ENC,unsp,unsp,19,39,5.060943242
550,New,f,10,2015,White,4.6,Gasoline,Mid,Premium,unsp,unsp,76,5.077694866
550,New,f,10,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,57,5.007214181
550,New,f,10,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,54,5.079597246
550,New,f,7,2015,Black,4.6,Gasoline,WNC,Premium,Alloy,unsp,50,5.093123881
550,New,f,21,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,73,5.027023255
550,New,f,9,2014,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,0,5.029728641
550,New,f,8,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,75,5.046748721
550,New,f,12,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,95,5.060943242
550,New,f,12,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,65,5.085914629
550,New,f,21,2015,White,4.6,Gasoline,Mid,Premium,Alloy,19,75,5.055607652
550,New,f,15,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,20,78,5.046748721
550,New,f,8,2015,Black,4.6,Gasoline,ENC,Premium,unsp,unsp,77,5.065150062
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,74,5.018013571
550,New,f,368,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,74,5.021747319
550,New,f,76,2014,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,75,5.02769609
550,New,f,9,2014,Black,4.6,Gasoline,ESC,Premium,unsp,unsp,33,5.037426498
550,New,f,9,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,3,5.043696222
550,New,f,9,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,81,5.025203425
550,New,f,2,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,18,5.072488859
550,New,f,7,2015,Black,4.6,Gasoline,New,unsp,unsp,18,86,5.041810986
550,New,f,18,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,2,5.081581317
550,New,f,7,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,4,5.036389329
550,New,f,2,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,5.120162473
550,New,f,5,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,5.072102779
550,New,f,17,2015,Silver,4.6,Gasoline,ENC,Premium,Alloy,19,74,5.035369693
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,76,5.054134071
550,New,f,45,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,70,5.042437682
550,New,f,8,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,2,5.062826324
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,5.034006445
550,New,f,11,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,55,5.075400956
550,New,f,5,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,5.09338666
550,New,f,7,2014,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,2,5.042870717
550,New,f,62,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,63,5.096458112
550,New,f,6,2015,Blue,4.6,Gasoline,Mid,unsp,unsp,19,2,5.034006445
550,New,f,12,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,76,5.046748721
550,New,f,11,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,5.019469401
550,New,f,8,2015,Blue,4.6,Gasoline,New,unsp,unsp,18,79,5.059089866
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,4,5.062826324
550,New,f,19,2015,Blue,4.6,Gasoline,ENC,Premium,Alloy,unsp,67,5.045381663
63,New,f,1,2015,Black,unsp,unsp,Pac,unsp,unsp,unsp,0,5.235758158
63,New,f,5590,2015,Black,5.5,Gasoline,New,unsp,unsp,20,13,5.252124553
unsp,New,f,32,2015,Gray,5.5,Gasoline,SoA,Premium,unsp,unsp,76,5.297048867
550,New,f,37,2015,Silver,unsp,unsp,Pac,unsp,unsp,19,9,5.130382021
550,New,f,45,2015,Black,4.7,Gasoline,New,unsp,unsp,19,12,5.14321784
550,New,f,41,2015,Black,4.7,Gasoline,Pac,unsp,unsp,unsp,46,5.174859012
550,New,f,4,2015,Black,unsp,unsp,Pac,unsp,unsp,unsp,0,5.174859012
320,Used,f,131839,1995,Black,3.2,Gasoline,SoA,Premium,Alloy,unsp,36,3.845035994
500,Used,f,150000,1998,Black,5,Gasoline,WSC,unsp,unsp,unsp,0,3.278753601
600,Used,f,134718,1998,unsp,6,Gasoline,Mid,unsp,Alloy,unsp,16,3.954194252
500,Used,f,101341,1996,Silver,5,Gasoline,Pac,unsp,unsp,unsp,0,3.902818468
350,Used,f,102843,2006,Black,3.7,Gasoline,Mid,Bose,unsp,17,88,4.145972903
350,Used,f,74801,2006,Silver,3.7,Gasoline,SoA,unsp,Alloy,unsp,17,4.203875623
430,Used,f,111615,2003,Silver,4.3,Gasoline,Mid,unsp,Alloy,unsp,51,3.977723605
430,Used,f,126285,2003,unsp,4.3,Gasoline,Pac,unsp,unsp,unsp,36,3.942206542
430,Used,f,44603,2004,Silver,4.3,Gasoline,Pac,unsp,Alloy,unsp,26,4.145848757
430,Used,f,67174,2006,Silver,4.3,Gasoline,Pac,Bose,Alloy,unsp,46,4.300986564
430,Used,f,110165,2000,Silver,4.3,Gasoline,ENC,Bose,Premium,20,37,3.777789187
430,Used,f,70015,2006,Black,4.3,Gasoline,Pac,Premium,unsp,unsp,12,4.255151851
430,Used,f,145118,2006,Black,4.3,Gasoline,SoA,unsp,Alloy,unsp,50,3.902818468
430,Used,f,72831,2006,Gray,4.3,Gasoline,ENC,unsp,Alloy,unsp,74,4.255055304
430,Used,f,132814,2000,Gold,4.3,Gasoline,WSC,unsp,unsp,unsp,6,3.903089987
430,Used,f,7875,2001,Silver,4.3,Gasoline,Pac,unsp,unsp,unsp,5,3.837272703
430,Used,f,69962,2002,Silver,4.3,Gasoline,Pac,unsp,unsp,unsp,6,4.145972903
430,Used,f,153486,2003,White,4.3,Gasoline,WSC,Premium,unsp,unsp,32,3.954194252
430,Used,f,85858,2003,Silver,4.3,Gasoline,Pac,Bose,Alloy,unsp,12,4.079000252
430,Used,f,91989,2004,White,4.3,Gasoline,SoA,unsp,Alloy,unsp,24,4.20379414
430,Used,f,112000,2001,Black,4.3,Gasoline,Pac,unsp,unsp,unsp,8,3.844787719
430,Used,t,82527,2004,Blue,4.3,Gasoline,SoA,unsp,Alloy,unsp,54,4.139879086
430,Used,f,83055,2001,Silver,4.3,Gasoline,SoA,unsp,unsp,unsp,5,4.037426498
55,Used,f,123111,2002,Black,5.4,Gasoline,SoA,unsp,unsp,unsp,45,4.041195234
55,Used,f,88859,2001,Black,5.4,Gasoline,ENC,Bose,Alloy,unsp,72,4.06069784
55,Used,f,66175,2006,White,5.4,Gasoline,Pac,unsp,unsp,unsp,0,4.397853141
55,Used,f,86044,2004,Gold,5.4,Gasoline,SoA,unsp,Alloy,unsp,55,4.22744962
55,Used,f,120694,2005,Gray,5.4,Gasoline,Pac,Premium,Alloy,unsp,97,4.110185527
55,Used,f,123500,2005,Gray,5.4,Gasoline,Mtn,unsp,Alloy,unsp,50,4.145972903
55,Used,f,61834,2003,Black,5.4,Gasoline,Pac,unsp,unsp,unsp,0,4.278547834
55,Used,f,111917,2004,Gray,5.4,Gasoline,Mtn,Premium,unsp,unsp,38,4.174641193
55,Used,f,74948,2003,Silver,5.4,Gasoline,WSC,Premium,unsp,unsp,41,4.203848464
55,Used,f,43019,2006,Silver,5.4,Gasoline,Pac,unsp,unsp,unsp,19,4.489789789
55,Used,f,125922,2004,Silver,5.4,Gasoline,Pac,Bose,Alloy,18,49,4.039414119
500,Used,f,154895,2001,Black,5,Gasoline,Pac,unsp,Alloy,unsp,37,3.954001168
500,Used,f,128792,2001,Black,5,Gasoline,Pac,unsp,Alloy,unsp,16,4.040246215
500,Used,f,147105,2002,Blue,5,Gasoline,ESC,unsp,Alloy,unsp,10,3.844539302
500,Used,f,71696,2005,Silver,5,Gasoline,Mtn,unsp,Alloy,unsp,57,4.120409395
500,Used,f,76137,2006,Beige,5,Gasoline,ESC,Bose,Alloy,unsp,56,4.278639298
500,Used,f,95071,2002,Silver,5,Gasoline,WSC,unsp,unsp,unsp,0,3.954001168
500,Used,t,66963,2001,Beige,5,Gasoline,ESC,unsp,Alloy,unsp,24,3.977174676
500,Used,f,48173,2004,Silver,5,Gasoline,SoA,Premium,Alloy,unsp,60,4.276461804
500,Used,f,180000,2000,White,5,Gasoline,Pac,unsp,Alloy,unsp,18,3.900367129
500,Used,f,92898,2002,Silver,5,Gasoline,ESC,Bose,Alloy,16,60,3.995635195
500,Used,f,136792,2001,unsp,5,Gasoline,Mid,Premium,unsp,unsp,46,3.602059991
500,Used,f,133000,2000,Silver,5,Gasoline,ENC,unsp,Alloy,unsp,20,4.021189299
500,Used,t,84073,2000,unsp,5,Gasoline,Pac,Bose,Alloy,unsp,17,3.999782798
500,Used,f,48665,2004,Silver,5,Gasoline,WSC,Bose,Alloy,unsp,48,4.278639298
500,Used,f,44135,2005,Black,5,Gasoline,WNC,unsp,unsp,unsp,1,4.300921408
500,Used,f,81789,2000,Silver,5,Gasoline,SoA,unsp,Alloy,unsp,72,3.903035697
500,Used,f,78112,2002,Silver,5,Gasoline,SoA,unsp,Alloy,unsp,49,4.113776284
600,Used,f,74014,2004,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,65,4.23021894
600,Used,f,102905,2005,Black,5.5,Gasoline,WSC,unsp,Alloy,unsp,51,4.230142252
600,Used,f,88315,2001,Black,5.8,Gasoline,ENC,Bose,Alloy,unsp,70,3.902818468
430,Used,f,128899,2003,Silver,4.3,Gasoline,Mid,Premium,Alloy,unsp,54,3.999956568
430,Used,f,129061,2004,Gray,4.3,Gasoline,WSC,Bose,Alloy,unsp,72,3.946943271
430,Used,f,190435,2004,Black,4.3,Gasoline,ENC,unsp,Alloy,unsp,25,3.845035994
430,Used,f,79271,2003,unsp,4.3,Gasoline,SoA,unsp,unsp,unsp,51,4.113943352
500,Used,f,131719,2005,Black,5,Gasoline,WSC,Premium,Alloy,unsp,43,4.077367905
550,Used,f,93987,2007,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,80,4.392538679
550,Used,f,54805,2007,White,5.5,Gasoline,Pac,Premium,unsp,22,6,4.531415046
550,Used,f,76945,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Chrome,22,16,4.379668034
550,Used,f,58337,2008,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,74,4.475918041
550,Used,f,52545,2009,White,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,36,4.633377547
550,Used,f,109302,2007,White,5.5,Gasoline,ENC,unsp,Alloy,unsp,45,4.361633414
550,Used,f,93290,2008,Silver,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,89,4.361633414
550,Used,t,62788,2009,Black,5.5,Gasoline,Mtn,Harman Kardon,unsp,unsp,38,4.590964374
550,Used,f,92116,2009,White,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,98,4.376467457
550,Used,f,82971,2007,Black,5.5,Gasoline,Mtn,Premium,unsp,unsp,12,4.380211242
550,Used,f,93455,2007,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,76,4.290034611
550,Used,f,71086,2007,Blue,5.5,Gasoline,Mid,unsp,unsp,unsp,7,4.397853141
550,Used,t,46524,2008,Gray,5.5,Gasoline,ENC,Harman Kardon,Alloy,19,56,4.531415046
550,Used,f,97521,2007,Gold,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,17,4.397853141
550,Used,f,55084,2007,Gray,5.5,Gasoline,Mtn,Premium,unsp,unsp,9,4.447158031
550,Used,f,54893,2007,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,11,4.431106328
550,Used,f,103553,2007,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,45,4.340245762
550,Used,f,66859,2007,Gray,5.5,Gasoline,Mtn,unsp,unsp,unsp,1,4.431283332
550,Used,t,47969,2008,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,63,4.49123559
550,Used,f,121919,2008,Black,5.5,Gasoline,ESC,Harman Kardon,Alloy,unsp,62,4.429929836
550,Used,f,94436,2007,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,34,4.431331593
550,Used,t,76902,2007,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,55,4.475671188
550,Used,f,69272,2008,unsp,5.5,Gasoline,Pac,unsp,unsp,unsp,0,4.579726449
550,Used,f,68500,2008,Silver,5.5,Gasoline,WSC,unsp,Alloy,unsp,48,4.556242178
550,Used,f,105639,2007,Silver,5.5,Gasoline,New,Premium,unsp,unsp,53,4.377488383
550,Used,f,66254,2008,Gray,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,34,4.531363942
550,Used,f,61000,2009,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,43,4.491221576
550,Used,f,102433,2007,unsp,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,86,4.299223923
550,Used,f,77102,2008,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,0,4.723455672
550,Used,t,81204,2007,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,2,4.34240294
550,Used,f,44490,2007,unsp,5.5,Gasoline,WSC,unsp,Alloy,unsp,79,4.462397998
550,Used,f,76485,2008,Black,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,53,4.460145817
550,Used,f,80200,2007,Gray,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,57,4.408070286
550,Used,f,73294,2007,Black,5.5,Gasoline,Mtn,Harman Kardon,Premium,unsp,18,4.431235065
550,Used,f,38798,2007,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,32,4.518355986
550,Used,f,120287,2007,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,6,4.361671185
550,Used,f,60000,2007,Blue,5.5,Gasoline,ESC,unsp,Alloy,unsp,45,4.45484486
550,Used,f,49227,2007,Gray,5.5,Gasoline,SoA,unsp,unsp,unsp,6,4.566908655
600,Used,f,66828,2007,Blue,5.5,Gasoline,SoA,unsp,Alloy,18,8,4.50501424
600,Used,f,57551,2009,Blue,5.5,Gasoline,Mtn,unsp,unsp,unsp,0,4.697107235
600,Used,t,49275,2007,Silver,5.5,Gasoline,ENC,unsp,unsp,unsp,76,4.544005998
600,Used,f,19367,2007,Gray,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,46,4.653164256
63,Used,f,93766,2009,Black,6.3,Gasoline,WSC,Harman Kardon,Alloy,unsp,72,4.643403322
63,Used,f,46874,2008,Black,6.3,Gasoline,SoA,unsp,Alloy,unsp,38,4.762641058
63,Used,f,90834,2008,White,6.3,Gasoline,WSC,Premium,Alloy,unsp,75,4.51839548
63,Used,f,40847,2009,Silver,6.3,Gasoline,Pac,Harman Kardon,Premium,unsp,24,4.740362689
63,Used,f,56609,2008,Black,6.3,Gasoline,WSC,Harman Kardon,Alloy,unsp,65,4.601516784
65,Used,f,34836,2007,Blue,6,Gasoline,SoA,Harman Kardon,unsp,unsp,61,4.777426822
65,Used,f,46732,2008,Black,6,Gasoline,SoA,Premium,unsp,unsp,50,4.732385717
550,Used,f,36068,2010,Black,5.5,Gasoline,ESC,Premium,unsp,unsp,50,4.642958879
550,Used,t,29184,2011,Gray,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,77,4.651762447
550,Used,t,35584,2010,Black,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,57,4.633458356
550,Used,f,46260,2010,White,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,73,4.67198696
550,Used,f,28022,2010,Gray,5.5,Gasoline,SoA,unsp,Alloy,unsp,58,4.681223141
550,Used,f,17802,2010,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,20,4.723865964
550,CPO,t,59411,2010,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,75,4.652130256
550,Used,f,31433,2010,White,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,53,4.681195996
550,CPO,f,37687,2011,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,19,77,4.681195996
550,Used,f,62030,2010,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,63,4.590930957
550,Used,f,53048,2010,White,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,72,4.574031268
550,CPO,t,57947,2010,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,26,4.6811598
550,CPO,t,20350,2011,Black,5.5,Gasoline,ESC,Harman Kardon,Alloy,unsp,74,4.778115058
550,CPO,f,44253,2010,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,60,4.69857027
550,Used,t,45046,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,21,4.64246452
550,Used,t,38694,2010,White,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,73,4.68115075
550,Used,f,42728,2012,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,70,4.633458356
550,Used,f,42596,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,61,4.643304596
550,Used,f,37694,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,47,4.715961583
550,Used,f,29223,2012,White,4.6,Gasoline,WSC,Premium,Alloy,unsp,81,4.792356664
550,Used,t,16048,2013,Silver,4.6,Gasoline,ESC,unsp,unsp,unsp,18,4.762678564
550,Used,t,25035,2012,White,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,84,4.701136066
550,CPO,f,16149,2013,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,10,4.81278639
550,CPO,f,11911,2013,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,77,4.869126068
550,New,f,49,2013,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,64,4.994405147
550,CPO,f,15014,2013,White,4.6,Gasoline,Pac,unsp,unsp,unsp,93,4.81280644
550,Used,t,19161,2012,Silver,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,95,4.724234896
550,CPO,t,23408,2012,Black,4.6,Gasoline,WNC,Harman Kardon,Alloy,18,49,4.844856009
550,CPO,f,13074,2013,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,79,4.845023583
550,Used,f,35994,2013,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,61,4.694596425
550,Used,t,16427,2012,Silver,4.6,Gasoline,SoA,Harman Kardon,unsp,unsp,38,4.739516966
550,Used,f,27899,2012,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,77,4.705863712
550,Used,f,36000,2012,White,4.6,Gasoline,SoA,Premium,Premium,unsp,27,4.698935259
550,CPO,t,23876,2013,Silver,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,74,4.798567783
550,CPO,t,15643,2013,Silver,4.6,Gasoline,Mtn,Harman Kardon,Alloy,unsp,82,4.812164388
550,Used,f,19937,2012,Black,4.6,Gasoline,Pac,unsp,Premium,unsp,36,4.819353067
550,Used,t,19472,2013,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,69,4.831793014
550,Used,t,37151,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,22,4.67669361
550,Used,f,19499,2012,White,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,66,4.748149249
550,CPO,f,30283,2013,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,65,4.755874856
550,CPO,f,36653,2012,Silver,4.6,Gasoline,ESC,Premium,Alloy,unsp,82,4.740323206
550,CPO,t,33458,2012,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,66,4.805160902
63,Used,t,26894,2011,White,5.5,Gasoline,Pac,Premium,Alloy,20,79,4.844973938
63,CPO,t,23648,2012,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,64,4.97768246
63,Used,f,43519,2011,Gray,5.5,Gasoline,Mid,Bang Olufsen,Alloy,unsp,77,4.838219222
600,CPO,f,29960,2010,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,109,4.844477176
63,Used,f,13238,2010,White,6.3,Gasoline,SoA,unsp,unsp,unsp,7,4.875009145
550,Used,f,46699,2007,Black,5.5,Gasoline,ENC,unsp,Alloy,unsp,56,4.62323895
550,Used,t,32731,2009,Black,5.5,Gasoline,WNC,Harman Kardon,unsp,unsp,41,4.555880065
550,Used,t,69916,2008,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,49,4.505136406
550,Used,f,77975,2007,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,51,4.423163924
550,Used,f,75582,2007,Gray,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,65,4.414221033
550,CPO,f,55144,2009,White,5.5,Gasoline,SoA,unsp,Alloy,unsp,43,4.597453844
550,Used,f,46946,2007,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,62,4.54938341
550,Used,f,99064,2007,White,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,49,4.42975228
550,Used,f,44421,2008,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,72,4.543981177
550,Used,f,67838,2007,Silver,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,62,4.397766256
550,Used,f,54783,2008,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,60,4.526041891
550,Used,f,42312,2009,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,6,4.544005998
550,Used,f,124102,2007,Black,5.5,Gasoline,Mtn,unsp,Alloy,unsp,40,4.397766256
550,Used,f,48423,2008,Black,5.5,Gasoline,New,Premium,Alloy,unsp,52,4.503790683
550,Used,f,85525,2008,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,7,4.447080472
550,Used,f,102923,2009,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,45,4.423229485
550,CPO,f,46094,2009,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,68,4.601983983
550,Used,f,86677,2007,Gray,5.5,Gasoline,Mid,unsp,unsp,unsp,6,4.278982117
550,Used,f,21279,2008,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,57,4.680244837
550,Used,f,56457,2009,Black,5.5,Gasoline,New,unsp,Alloy,unsp,52,4.566885109
550,Used,t,50618,2009,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,53,4.637399659
550,Used,f,83000,2009,Gray,5.5,Gasoline,Mid,unsp,Alloy,unsp,58,4.250395603
350,Used,f,41268,2012,White,3,Diesel,ENC,Harman Kardon,Alloy,unsp,79,4.679927321
350,Used,f,2714,2013,Black,3,Diesel,SoA,unsp,unsp,unsp,5,4.819511033
350,New,f,10,2013,Black,3,Diesel,New,unsp,unsp,unsp,1,4.974189191
350,Used,t,23871,2012,Black,3,Diesel,WSC,Harman Kardon,Alloy,unsp,93,4.76305344
550,Used,t,56760,2011,Black,5.5,Gasoline,WSC,unsp,Alloy,unsp,61,4.667807715
550,Used,f,22182,2010,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,72,4.672107098
550,Used,f,38100,2010,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,60,4.66266341
550,Used,f,48751,2011,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,59,4.601951404
